0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 -1.0 -20.0 -1.0 100.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
2.0 -1.99 -20.99 -1.99 100.0 -1.99 -1.99 -1.99 -1.99 -1.99 -1.99 -1.99 -1.99 76.12100000000001 -1.99 -1.99 
3.0 -2.9701000000000004 38.01281200000002 -2.9701000000000004 100.0 -2.9701000000000004 -2.9701000000000004 -2.9701000000000004 -2.9701000000000004 -2.9701000000000004 -2.9701000000000004 58.89381200000002 -2.9701000000000004 83.657969 -2.9701000000000004 -2.9701000000000004 
4.0 -3.9403990000000007 49.726339936 -3.9403990000000007 100.0 49.113127592000026 45.05581930400002 -3.9403990000000007 -3.9403990000000007 -3.9403990000000007 -3.9403990000000007 70.793558936 28.518067304000013 90.245407319 -3.9403990000000007 -3.9403990000000007 
5.0 20.806110302768015 61.25946988192 -4.900995010000001 100.0 59.601306829976 59.138925287408 20.806110302768015 -4.900995010000001 -4.900995010000001 40.33078621496002 82.34512456291999 37.603062227312 92.057202978245 41.96802366296002 -4.900995010000001 
6.0 27.81122827205111 64.87452165324774 32.51658909623237 100.0 74.43686051477576 74.22692659991907 30.356231698015144 -5.851985059900001 35.746224070355375 49.44173966385488 85.96200146666675 53.570052901735714 93.37835061315633 55.893392546427805 17.053045773776304 
7.0 46.33487575030555 67.74748052025413 40.33182289177603 100.0 79.03792866736794 79.96381675708841 46.12100036788204 29.95080526331836 51.701175306457635 66.79630494793943 88.83514102178262 58.28062031419734 93.867034354374 70.69042092019505 27.483698635364906 
8.0 51.871987920031245 68.8744467182388 59.4549559391168 100.0 83.0627839318563 84.2722012193029 52.445116490165745 46.9053110300688 66.71806391397979 72.48623727100025 89.96212510789012 63.8348177983076 94.19983697258819 77.15444948078276 42.98408679556344 
9.0 59.698640926992965 69.64805671664928 66.1880525146921 100.0 84.70686380915211 86.23124150475746 59.004666821546806 62.37037304982137 73.88754980609296 77.71046016354664 90.73573687722475 68.36299694782093 94.34435408539187 81.60508947353917 49.92728365705515 
10.0 64.63891186367717 70.0018655676847 72.63151683323356 100.0 85.83676507959068 87.47850037361337 63.92775668005578 70.24622357731246 78.63943385003734 80.17064026548594 91.08954590358167 73.35200751624954 94.43524866940209 83.76002664675435 57.06558671156002 
11.0 70.18526235053372 70.22074138024671 75.84877549892283 100.0 86.36534768486615 88.09553453065308 69.07313094863962 75.42732790987364 81.06013844166627 82.02987063829822 91.30842173350051 75.8245840559697 94.47927430947159 85.07305467680995 62.17235919180228 
12.0 73.52720498939073 70.32960807054766 78.38330398131251 100.0 86.69035582258103 88.45996034447124 72.04637409623176 78.17596388327053 82.52377020294996 82.93294289367995 91.41728842551979 77.86785191487945 94.50530155328212 85.74406518208318 67.58003130552646 
13.0 76.06768738672227 70.39317525561918 79.70150449018799 100.0 86.85378608502212 88.64869096014057 74.4943528513586 79.85819351933009 83.28951422077624 83.53753240114929 91.48085561076144 78.92471526472843 94.51865605275914 86.13129627228298 71.05656048637152 
14.0 77.46783941872252 70.42622476650872 80.59838787140943 100.0 86.94876032498537 88.756056379733 75.91791491010021 80.76170536579707 83.73186426321875 83.84740729840249 91.51390512166782 79.66135106330205 94.52627129952944 86.33528639380454 73.65514883071933 
